Дата,Открытие,Закрытие,Мин,Макс,
16.10.2018,116790,116810,116760,116810,
16.10.2018,116810,116820,116800,116860,
16.10.2018,116810,116790,116780,116810,
16.10.2018,116790,116820,116790,116840,
16.10.2018,116820,116800,116790,116830,
16.10.2018,116800,116710,116680,116820,
16.10.2018,116700,116700,116680,116730,
16.10.2018,116700,116740,116700,116750,
16.10.2018,116750,116770,116730,116770,
16.10.2018,116770,116770,116740,116780,
16.10.2018,116780,116840,116780,116840,
16.10.2018,116830,116840,116830,116870,
16.10.2018,116850,116800,116800,116850,
16.10.2018,116800,116850,116800,116860,
16.10.2018,116840,116830,116820,116870,
16.10.2018,116830,116850,116820,116850,
16.10.2018,116860,116870,116850,116890,
16.10.2018,116870,116840,116840,116870,
16.10.2018,116850,116890,116820,116890,
16.10.2018,116890,116870,116860,116910,
16.10.2018,116870,116830,116830,116890,
16.10.2018,116840,116790,116780,116850,
16.10.2018,116790,116790,116780,116830,
16.10.2018,116790,116820,116790,116830,
16.10.2018,116810,116760,116720,116820,
16.10.2018,116760,116710,116710,116780,
16.10.2018,116720,116730,116670,116750,
16.10.2018,116730,116710,116700,116740,
16.10.2018,116730,116710,116690,116730,
16.10.2018,116720,116730,116720,116740,
16.10.2018,116730,116720,116700,116750,
16.10.2018,116710,116700,116700,116730,
16.10.2018,116700,116690,116690,116710,
16.10.2018,116690,116730,116680,116730,
16.10.2018,116740,116710,116710,116740,
16.10.2018,116710,116750,116700,116760,
16.10.2018,116740,116750,116720,116750,
16.10.2018,116740,116740,116720,116750,
16.10.2018,116740,116730,116720,116740,
16.10.2018,116740,116780,116730,116800,
16.10.2018,116790,116770,116750,116820,
16.10.2018,116770,116760,116760,116790,
16.10.2018,116770,116790,116760,116810,
16.10.2018,116820,116780,116770,116820,
16.10.2018,116790,116820,116780,116820,
16.10.2018,116810,116810,116790,116820,
16.10.2018,116810,116760,116760,116810,
16.10.2018,116770,116760,116760,116770,
16.10.2018,116750,116770,116750,116780,
16.10.2018,116780,116780,116780,116790,
16.10.2018,116770,116790,116770,116800,
16.10.2018,116800,116800,116770,116820,
16.10.2018,116800,116770,116770,116820,
16.10.2018,116770,116780,116760,116780,
16.10.2018,116770,116810,116760,116830,
16.10.2018,116800,116820,116790,116820,
16.10.2018,116830,116810,116810,116880,
16.10.2018,116800,116830,116790,116830,
16.10.2018,116820,116780,116780,116830,
16.10.2018,116790,116800,116770,116800,
16.10.2018,116800,116810,116790,116830,
16.10.2018,116820,116820,116810,116840,
16.10.2018,116820,116830,116810,116850,
16.10.2018,116830,116840,116830,116850,
16.10.2018,116830,116820,116820,116850,
16.10.2018,116820,116830,116810,116830,
16.10.2018,116820,116830,116820,116850,
16.10.2018,116840,116820,116820,116840,
16.10.2018,116840,116850,116840,116860,
16.10.2018,116850,116830,116830,116860,
16.10.2018,116830,116830,116820,116840,
16.10.2018,116830,116830,116820,116850,
16.10.2018,116830,116810,116810,116850,
16.10.2018,116810,116830,116810,116830,
16.10.2018,116820,116800,116800,116830,
16.10.2018,116810,116800,116790,116810,
16.10.2018,116800,116810,116790,116820,
16.10.2018,116830,116820,116810,116830,
16.10.2018,116820,116830,116810,116830,
16.10.2018,116820,116810,116800,116830,
16.10.2018,116820,116840,116810,116850,
16.10.2018,116840,116790,116790,116850,
16.10.2018,116800,116810,116800,116820,
16.10.2018,116800,116800,116760,116810,
16.10.2018,116790,116790,116780,116800,
16.10.2018,116780,116770,116760,116790,
16.10.2018,116770,116760,116750,116780,
16.10.2018,116750,116770,116750,116780,
16.10.2018,116770,116720,116710,116770,
16.10.2018,116720,116730,116710,116730,
16.10.2018,116730,116750,116710,116760,
16.10.2018,116740,116740,116730,116760,
16.10.2018,116740,116720,116700,116740,
16.10.2018,116730,116730,116710,116740,
16.10.2018,116730,116720,116710,116730,
16.10.2018,116710,116730,116700,116730,
16.10.2018,116730,116750,116730,116760,
16.10.2018,116750,116750,116750,116770,
16.10.2018,116760,116760,116760,116780,
16.10.2018,116770,116790,116770,116810,
16.10.2018,116780,116740,116740,116780,
16.10.2018,116740,116730,116730,116750,
16.10.2018,116730,116730,116730,116740,
16.10.2018,116720,116730,116720,116730,
16.10.2018,116730,116800,116730,116800,
16.10.2018,116790,116770,116750,116790,
16.10.2018,116760,116760,116750,116780,
16.10.2018,116760,116760,116760,116770,
16.10.2018,116750,116740,116740,116770,
16.10.2018,116740,116740,116730,116750,
16.10.2018,116740,116740,116720,116750,
16.10.2018,116740,116770,116740,116790,
16.10.2018,116770,116750,116740,116770,
16.10.2018,116750,116740,116740,116770,
16.10.2018,116740,116750,116740,116770,
16.10.2018,116750,116770,116740,116780,
16.10.2018,116760,116780,116750,116780,
16.10.2018,116790,116790,116790,116800,
16.10.2018,116800,116810,116790,116820,
16.10.2018,116810,116810,116800,116820,
16.10.2018,116800,116800,116790,116820,
16.10.2018,116800,116830,116800,116840,
16.10.2018,116840,116800,116800,116840,
16.10.2018,116810,116810,116800,116820,
16.10.2018,116820,116830,116820,116840,
16.10.2018,116830,116850,116820,116860,
16.10.2018,116840,116830,116820,116860,
16.10.2018,116820,116820,116820,116840,
16.10.2018,116820,116830,116820,116840,
16.10.2018,116820,116880,116820,116890,
16.10.2018,116880,116900,116870,116910,
16.10.2018,116880,116920,116880,116930,
16.10.2018,116920,116880,116880,116920,
16.10.2018,116890,116910,116880,116940,
16.10.2018,116920,116920,116920,116940,
16.10.2018,116930,116910,116910,116940,
16.10.2018,116920,116910,116900,116920,
16.10.2018,116900,116870,116860,116900,
16.10.2018,116880,116890,116870,116890,
16.10.2018,116880,116890,116830,116890,
16.10.2018,116880,116840,116840,116900,
16.10.2018,116840,116820,116810,116840,
16.10.2018,116810,116850,116810,116850,
16.10.2018,116840,116840,116830,116860,
16.10.2018,116830,116860,116820,116860,
16.10.2018,116860,116890,116860,116910,
16.10.2018,116900,116890,116870,116900,
16.10.2018,116900,116950,116900,117000,
16.10.2018,116950,116940,116880,116960,
16.10.2018,116930,116870,116870,116940,
16.10.2018,116890,116790,116780,116890,
16.10.2018,116790,116790,116780,116830,
16.10.2018,116780,116850,116780,116860,
16.10.2018,116840,116840,116830,116850,
16.10.2018,116830,116830,116830,116850,
16.10.2018,116830,116840,116820,116840,
16.10.2018,116830,116860,116830,116860,
16.10.2018,116860,116840,116840,116860,
16.10.2018,116840,116870,116840,116870,
16.10.2018,116860,116880,116860,116880,
16.10.2018,116870,116880,116860,116880,
16.10.2018,116880,116890,116880,116890,
16.10.2018,116870,116900,116870,116900,
16.10.2018,116900,116870,116870,116900,
16.10.2018,116870,116860,116840,116870,
16.10.2018,116860,116910,116860,116910,
16.10.2018,116920,116910,116910,116930,
16.10.2018,116910,116900,116880,116910,
16.10.2018,116900,116910,116900,116910,
16.10.2018,116910,116910,116890,116920,
16.10.2018,116910,116970,116900,116990,
16.10.2018,116960,117150,116960,117180,
16.10.2018,117140,117090,117090,117190,
16.10.2018,117100,117170,117100,117180,
16.10.2018,117180,117250,117170,117290,
16.10.2018,117250,117250,117240,117290,
16.10.2018,117250,117320,117250,117340,
16.10.2018,117310,117370,117290,117380,
16.10.2018,117380,117260,117250,117380,
16.10.2018,117260,117250,117210,117280,
16.10.2018,117260,117270,117200,117300,
16.10.2018,117270,117270,117260,117280,
16.10.2018,117260,117270,117260,117290,
16.10.2018,117270,117310,117270,117310,
16.10.2018,117320,117410,117310,117500,
16.10.2018,117390,117370,117360,117410,
16.10.2018,117370,117370,117360,117390,
16.10.2018,117370,117340,117310,117390,
16.10.2018,117320,117340,117310,117340,
16.10.2018,117330,117320,117310,117340,
16.10.2018,117310,117280,117280,117320,
16.10.2018,117280,117280,117270,117310,
16.10.2018,117280,117320,117260,117350,
16.10.2018,117320,117300,117290,117340,
16.10.2018,117300,117290,117270,117300,
16.10.2018,117290,117300,117260,117300,
16.10.2018,117300,117330,117300,117330,
16.10.2018,117320,117340,117320,117420,
16.10.2018,117360,117380,117320,117400,
16.10.2018,117370,117320,117290,117450,
16.11.2018,113750,113920,113750,114160,
16.11.2018,113910,113820,113780,113930,
16.11.2018,113820,113900,113780,113970,
16.11.2018,113890,113800,113780,113900,
16.11.2018,113790,113630,113630,113820,
16.11.2018,113630,113860,113620,113870,
16.11.2018,113850,113700,113680,113880,
16.11.2018,113690,113740,113640,113760,
16.11.2018,113740,113740,113690,113760,
16.11.2018,113750,113670,113670,113780,
16.11.2018,113670,113480,113420,113680,
16.11.2018,113480,113550,113460,113560,
16.11.2018,113550,113380,113310,113550,
16.11.2018,113380,113430,113330,113480,
16.11.2018,113440,113470,113390,113490,
16.11.2018,113470,113400,113340,113480,
16.11.2018,113410,113370,113350,113460,
16.11.2018,113360,113400,113270,113400,
16.11.2018,113400,113440,113380,113480,
16.11.2018,113420,113410,113330,113440,
16.11.2018,113420,113430,113380,113450,
16.11.2018,113440,113440,113370,113440,
16.11.2018,113450,113460,113420,113530,
16.11.2018,113470,113450,113430,113500,
16.11.2018,113450,113480,113440,113520,
16.11.2018,113470,113440,113430,113510,
16.11.2018,113440,113580,113430,113580,
16.11.2018,113580,113590,113560,113680,
16.11.2018,113600,113520,113490,113610,
16.11.2018,113530,113470,113470,113540,
16.11.2018,113470,113470,113420,113490,
16.11.2018,113480,113510,113470,113540,
16.11.2018,113510,113550,113510,113560,
16.11.2018,113530,113550,113510,113580,
16.11.2018,113550,113530,113490,113550,
16.11.2018,113530,113470,113420,113540,
16.11.2018,113460,113550,113460,113570,
16.11.2018,113550,113600,113510,113600,
16.11.2018,113590,113600,113550,113600,
16.11.2018,113590,113590,113570,113630,
16.11.2018,113590,113550,113550,113630,
16.11.2018,113560,113430,113410,113560,
16.11.2018,113430,113500,113420,113510,
16.11.2018,113510,113480,113460,113520,
16.11.2018,113480,113470,113460,113510,
16.11.2018,113470,113460,113430,113510,
16.11.2018,113460,113460,113440,113500,
16.11.2018,113460,113450,113450,113500,
16.11.2018,113460,113400,113360,113480,
16.11.2018,113400,113450,113380,113460,
16.11.2018,113460,113490,113450,113510,
16.11.2018,113480,113440,113420,113480,
16.11.2018,113450,113460,113440,113480,
16.11.2018,113460,113590,113460,113640,
16.11.2018,113590,113480,113450,113630,
16.11.2018,113480,113470,113420,113500,
16.11.2018,113480,113520,113470,113560,
16.11.2018,113510,113560,113510,113580,
16.11.2018,113570,113550,113490,113570,
16.11.2018,113550,113530,113510,113600,
16.11.2018,113540,113660,113530,113720,
16.11.2018,113660,113720,113580,113720,
16.11.2018,113720,113720,113660,113780,
16.11.2018,113710,113720,113680,113740,
16.11.2018,113710,113670,113660,113760,
16.11.2018,113670,113680,113670,113720,
16.11.2018,113670,113750,113650,113790,
16.11.2018,113750,113910,113710,113920,
16.11.2018,113880,113990,113880,114010,
16.11.2018,113990,113950,113940,114030,
16.11.2018,113950,113980,113950,114000,
16.11.2018,113990,113950,113930,114000,
16.11.2018,113950,113960,113900,113970,
16.11.2018,113960,113930,113920,114040,
16.11.2018,113950,114050,113930,114080,
16.11.2018,114070,114220,114060,114250,
16.11.2018,114220,114220,114140,114250,
16.11.2018,114230,114180,114180,114280,
16.11.2018,114170,114110,114070,114200,
16.11.2018,114100,114060,113990,114140,
16.11.2018,114080,114130,114080,114160,
16.11.2018,114140,114180,114080,114190,
16.11.2018,114180,114280,114170,114280,
16.11.2018,114260,114280,114230,114340,
16.11.2018,114280,114160,114150,114300,
16.11.2018,114160,114090,114040,114190,
16.11.2018,114090,113980,113920,114110,
16.11.2018,113970,114030,113940,114050,
16.11.2018,114030,114040,114020,114090,
16.11.2018,114060,114140,114050,114170,
16.11.2018,114140,114090,114060,114230,
16.11.2018,114090,114060,114050,114110,
16.11.2018,114060,114100,114050,114120,
16.11.2018,114070,114190,114070,114220,
16.11.2018,114200,114150,114150,114200,
16.11.2018,114150,114100,114090,114180,
16.11.2018,114120,114130,114120,114180,
16.11.2018,114140,114100,114100,114180,
16.11.2018,114110,114000,114000,114120,
16.11.2018,114010,114000,113980,114060,
16.11.2018,114000,114000,113980,114080,
16.11.2018,114000,113940,113920,114000,
16.11.2018,113920,113990,113920,114000,
16.11.2018,113980,114090,113980,114110,
16.11.2018,114080,114020,113990,114080,
16.11.2018,114030,114100,114030,114120,
16.11.2018,114100,114000,113990,114100,
16.11.2018,113990,113990,113950,114010,
16.11.2018,114000,114010,113990,114070,
16.11.2018,114010,113860,113860,114010,
16.11.2018,113870,113910,113860,113940,
16.11.2018,113900,113940,113900,113950,
16.11.2018,113940,113940,113920,113980,
16.11.2018,113930,113910,113840,113930,
16.11.2018,113910,113940,113900,113950,
16.11.2018,113930,113890,113880,113980,
16.11.2018,113890,113860,113850,113930,
16.11.2018,113880,113870,113810,113900,
16.11.2018,113870,113840,113840,113880,
16.11.2018,113840,113690,113670,113860,
16.11.2018,113690,113520,113500,113690,
16.11.2018,113510,113610,113500,113630,
16.11.2018,113610,113610,113600,113650,
16.11.2018,113600,113590,113580,113650,
16.11.2018,113580,113590,113520,113610,
16.11.2018,113580,113540,113510,113610,
16.11.2018,113540,113600,113510,113620,
16.11.2018,113590,113600,113550,113630,
16.11.2018,113590,113590,113560,113600,
16.11.2018,113590,113620,113570,113620,
16.11.2018,113620,113570,113570,113620,
16.11.2018,113560,113450,113400,113560,
16.11.2018,113460,113460,113450,113500,
16.11.2018,113470,113290,113230,113490,
16.11.2018,113280,113300,113260,113330,
16.11.2018,113290,113460,113290,113460,
16.11.2018,113440,113430,113400,113520,
16.11.2018,113440,113450,113410,113520,
16.11.2018,113460,113520,113460,113540,
16.11.2018,113500,113470,113470,113540,
16.11.2018,113470,113580,113430,113580,
16.11.2018,113570,113570,113540,113580,
16.11.2018,113570,113530,113510,113590,
16.11.2018,113540,113560,113510,113570,
16.11.2018,113570,113500,113490,113570,
16.11.2018,113480,113420,113400,113520,
16.11.2018,113410,113490,113400,113490,
16.11.2018,113470,113430,113400,113480,
16.11.2018,113450,113390,113360,113450,
16.11.2018,113390,113370,113350,113390,
16.11.2018,113360,113400,113350,113420,
16.11.2018,113410,113360,113360,113440,
16.11.2018,113360,113400,113360,113410,
16.11.2018,113400,113410,113350,113430,
16.11.2018,113430,113340,113330,113430,
16.11.2018,113330,113390,113320,113430,
16.11.2018,113380,113410,113340,113410,
16.11.2018,113410,113480,113400,113480,
16.11.2018,113470,113440,113400,113470,
16.11.2018,113450,113430,113400,113450,
16.11.2018,113420,113340,113330,113420,
16.11.2018,113340,113340,113320,113400,
16.11.2018,113350,113440,113340,113460,
16.11.2018,113440,113400,113400,113440,
16.11.2018,113410,113420,113390,113460,
16.11.2018,113430,113480,113390,113480,
16.11.2018,113480,113460,113420,113480,
16.11.2018,113450,113450,113420,113470,
16.11.2018,113460,113500,113450,113590,
16.11.2018,113490,113450,113430,113520,
16.11.2018,113450,113430,113350,113450,
16.11.2018,113430,113440,113430,113480,
16.11.2018,113440,113430,113390,113440,
16.11.2018,113430,113540,113420,113540,
16.11.2018,113530,113500,113490,113530,
16.11.2018,113490,113410,113390,113490,
16.11.2018,113410,113480,113410,113500,
16.11.2018,113480,113480,113480,113520,
16.11.2018,113480,113480,113440,113490,
16.11.2018,113480,113550,113470,113550,
16.11.2018,113540,113500,113480,113550,
16.11.2018,113490,113440,113420,113500,
16.11.2018,113450,113380,113350,113450,
16.11.2018,113380,113400,113340,113430,
16.11.2018,113400,113350,113350,113400,
16.11.2018,113350,113390,113350,113410,
16.11.2018,113400,113420,113390,113420,
16.11.2018,113410,113400,113400,113460,
16.11.2018,113400,113290,113290,113410,
16.11.2018,113290,113300,113180,113310,
16.11.2018,113300,113270,113220,113320,
16.11.2018,113280,113200,113190,113280,
16.11.2018,113200,113260,113180,113290,
16.11.2018,113270,113370,113260,113410,
16.11.2018,113390,113390,113370,113440,
16.11.2018,113390,113410,113360,113420,
16.11.2018,113410,113450,113410,113450,
16.11.2018,113430,113400,113400,113460,
16.11.2018,113410,113440,113390,113440,
16.11.2018,113420,113450,113400,113500,
16.11.2018,113470,113430,113410,113470,
16.11.2018,113440,113470,113420,113500,
16.11.2018,113470,113500,113460,113540,
16.11.2018,113490,113520,113480,113520,
16.11.2018,113510,113530,113510,113580,
16.11.2018,113530,113520,113510,113550,
16.11.2018,113520,113510,113460,113560,
16.11.2018,113520,113530,113480,113540,
16.11.2018,113530,113490,113480,113540,
16.11.2018,113490,113460,113440,113490,
16.11.2018,113450,113470,113450,113480,
16.11.2018,113470,113490,113450,113500,
16.11.2018,113490,113460,113460,113530,
16.11.2018,113490,113470,113450,113500,
16.11.2018,113470,113440,113390,113470,
16.11.2018,113450,113450,113430,113470,
16.11.2018,113440,113440,113400,113470,
16.11.2018,113440,113520,113430,113530,
16.11.2018,113520,113500,113450,113520,
16.11.2018,113500,113710,113500,113710,
16.11.2018,113710,113760,113660,113770,
16.11.2018,113770,113760,113700,113790,
16.11.2018,113770,113770,113760,113830,
16.11.2018,113780,113730,113710,113780,
16.11.2018,113730,113830,113730,113870,
16.11.2018,113830,113810,113790,113870,
16.11.2018,113820,113780,113770,113830,
16.11.2018,113780,113770,113740,113790,
16.11.2018,113780,113740,113720,113790,
16.11.2018,113740,113720,113690,113750,
16.11.2018,113710,113620,113600,113710,
16.11.2018,113630,113600,113590,113650,
16.11.2018,113600,113760,113600,113760,
16.11.2018,113760,113900,113740,113930,
16.11.2018,113900,113850,113830,113940,
16.11.2018,113860,113810,113800,113860,
16.11.2018,113830,113820,113810,113850,
16.11.2018,113810,113770,113750,113810,
16.11.2018,113780,113830,113780,113850,
16.11.2018,113820,113860,113790,113880,
16.11.2018,113850,113610,113610,113850,
16.11.2018,113610,113590,113580,113680,
16.11.2018,113590,113610,113570,113620,
16.11.2018,113610,113660,113580,113660,
16.11.2018,113660,113630,113610,113680,
16.11.2018,113600,113600,113590,113660,
16.11.2018,113600,113600,113570,113630,
16.11.2018,113590,113550,113510,113620,
16.11.2018,113540,113540,113520,113580,
16.11.2018,113530,113540,113510,113540,
16.11.2018,113540,113510,113510,113570,
16.11.2018,113520,113510,113470,113530,
16.11.2018,113520,113490,113470,113530,
16.11.2018,113490,113510,113480,113530,
16.11.2018,113500,113420,113420,113510,
16.11.2018,113420,113470,113410,113470,
16.11.2018,113450,113490,113430,113490,
16.11.2018,113490,113470,113460,113520,
16.11.2018,113490,113470,113450,113490,
16.11.2018,113460,113510,113440,113510,
16.11.2018,113510,113520,113490,113540,
16.11.2018,113520,113510,113500,113520,
16.11.2018,113500,113530,113470,113530,
16.11.2018,113520,113410,113380,113530,
16.11.2018,113400,113420,113360,113430,
16.11.2018,113410,113340,113300,113420,
16.11.2018,113350,113290,113270,113350,
16.11.2018,113280,113300,113270,113330,
16.11.2018,113290,113360,113280,113370,
16.11.2018,113360,113360,113340,113380,
16.11.2018,113350,113440,113340,113440,
16.11.2018,113440,113440,113410,113450,
16.11.2018,113440,113430,113410,113470,
16.11.2018,113440,113450,113430,113460,
16.11.2018,113440,113420,113400,113450,
16.11.2018,113420,113390,113360,113420,
16.11.2018,113390,113370,113340,113390,
16.11.2018,113360,113420,113360,113430,
16.11.2018,113410,113470,113410,113480,
16.11.2018,113470,113440,113430,113470,
16.11.2018,113430,113430,113400,113440,
16.11.2018,113450,113510,113450,113540,
16.11.2018,113510,113460,113460,113520,
16.11.2018,113470,113460,113450,113480,
16.11.2018,113470,113420,113420,113470,
16.11.2018,113420,113470,113410,113470,
16.11.2018,113460,113410,113410,113480,
16.11.2018,113410,113390,113330,113410,
16.11.2018,113390,113460,113380,113480,
16.11.2018,113450,113400,113390,113470,
16.11.2018,113410,113330,113310,113410,
16.11.2018,113340,113290,113270,113360,
16.11.2018,113290,113320,113280,113330,
16.11.2018,113320,113310,113310,113340,
16.11.2018,113320,113300,113280,113320,
16.11.2018,113320,113290,113230,113320,
16.11.2018,113280,113230,113230,113300,
16.11.2018,113230,113220,113140,113270,
16.11.2018,113220,113260,113200,113300,
16.11.2018,113270,113190,113180,113300,
16.11.2018,113180,113110,113010,113180,
16.11.2018,113100,113110,113090,113140,
16.11.2018,113100,113110,113100,113170,
16.11.2018,113110,113260,113110,113260,
16.11.2018,113240,113220,113210,113270,
16.11.2018,113210,113190,113170,113220,
16.11.2018,113190,113210,113190,113230,
16.11.2018,113200,113240,113200,113270,
16.11.2018,113230,113200,113200,113250,
16.11.2018,113210,113210,113210,113270,
16.11.2018,113200,113020,113020,113200,
16.11.2018,113030,113020,112960,113050,
16.11.2018,113000,113050,112990,113070,
16.11.2018,113050,112920,112910,113050,
16.11.2018,112920,112890,112870,112970,
16.11.2018,112900,112810,112780,112910,
16.11.2018,112810,112820,112800,112820,
16.11.2018,112810,112790,112780,112850,
16.11.2018,112800,112890,112790,112890,
16.11.2018,112890,112900,112870,112960,
16.11.2018,112900,112900,112880,112940,
16.11.2018,112920,112900,112880,112920,
16.11.2018,112900,112930,112870,112940,
16.11.2018,112920,112930,112880,112950,
16.11.2018,112930,112880,112870,112930,
16.11.2018,112890,112810,112770,112890,
16.11.2018,112810,112830,112780,112830,
16.11.2018,112830,112840,112790,112840,
16.11.2018,112830,112800,112730,112850,
16.11.2018,112800,112810,112750,112830,
16.11.2018,112800,112880,112800,112880,
16.11.2018,112880,112860,112830,112890,
16.11.2018,112850,112900,112810,112900,
16.11.2018,112900,112880,112860,112910,
16.11.2018,112870,112870,112850,112880,
16.11.2018,112880,112880,112830,112880,
16.11.2018,112870,112950,112870,112950,
16.11.2018,112950,112980,112920,112990,
16.11.2018,112980,112930,112900,112980,
16.11.2018,112930,112980,112930,112980,
16.11.2018,112980,112930,112930,112980,
16.11.2018,112920,113060,112910,113060,
16.11.2018,113060,113050,113020,113090,
16.11.2018,113040,113120,113020,113130,
16.11.2018,113120,113130,113120,113170,
16.11.2018,113130,113140,113110,113150,
16.11.2018,113130,113180,113130,113180,
16.11.2018,113170,113230,113170,113250,
16.11.2018,113250,113170,113160,113260,
16.11.2018,113170,113190,113160,113230,
16.11.2018,113190,113120,113110,113190,
16.11.2018,113120,113110,113080,113140,
16.11.2018,113110,113110,113070,113150,
16.11.2018,113110,113030,113000,113110,
16.11.2018,113030,113030,113020,113080,
16.11.2018,113030,113010,113000,113080,
16.11.2018,113010,113010,112960,113010,
16.11.2018,113010,113010,112980,113040,
16.11.2018,113010,112960,112960,113040,
16.11.2018,112960,113050,112940,113050,
16.11.2018,113050,113010,113010,113060,
16.11.2018,113020,112980,112970,113040,
16.11.2018,112990,113010,112970,113030,
16.11.2018,113000,112930,112910,113000,
16.11.2018,112930,112880,112860,112930,
16.11.2018,112880,112830,112830,112940,
16.11.2018,112830,112840,112800,112860,
16.11.2018,112850,112960,112840,112960,
16.11.2018,112960,112950,112950,113040,
16.11.2018,112960,112930,112920,112970,
16.11.2018,112920,112980,112910,113000,
16.11.2018,112980,113040,112960,113050,
16.11.2018,113030,112970,112940,113050,
16.11.2018,112970,113010,112960,113040,
16.11.2018,113020,113090,113020,113110,
16.11.2018,113090,113080,113030,113110,
16.11.2018,113070,113090,113070,113110,
16.11.2018,113080,113060,113050,113100,
16.11.2018,113070,113100,113050,113130,
16.11.2018,113090,113130,113090,113140,
16.11.2018,113120,113040,113010,113120,
16.11.2018,113040,112980,112970,113060,
16.11.2018,112980,113020,112960,113020,
16.11.2018,113020,112990,112950,113020,
16.11.2018,113000,113010,112960,113020,
16.11.2018,113010,112970,112950,113010,
16.11.2018,112980,112990,112980,113040,
16.11.2018,112980,112920,112910,112990,
16.11.2018,112920,112890,112880,112950,
16.11.2018,112900,112940,112900,112970,
16.11.2018,112920,112960,112880,112980,
16.11.2018,112950,112830,112830,112970,
16.11.2018,112840,112880,112770,112890,
16.11.2018,112870,112940,112860,112970,
16.11.2018,112940,112900,112890,112950,
16.11.2018,112900,112980,112860,112980,
16.11.2018,112960,112930,112890,112970,
16.11.2018,112920,112860,112860,112940,
16.11.2018,112860,112820,112760,112870,
16.11.2018,112820,112940,112800,112950,
16.11.2018,112930,113070,112890,113100,
16.11.2018,113070,113100,113070,113160,
16.11.2018,113110,113180,113080,113190,
16.11.2018,113180,113220,113170,113290,
16.11.2018,113210,113310,113190,113330,
16.11.2018,113310,113220,113190,113340,
16.11.2018,113210,113260,113210,113320,
16.11.2018,113280,113220,113220,113290,
16.11.2018,113230,113300,113220,113310,
16.11.2018,113310,113310,113250,113310,
16.11.2018,113310,113370,113290,113400,
16.11.2018,113380,113290,113280,113390,
16.11.2018,113310,113370,113310,113400,
16.11.2018,113370,113510,113350,113530,
16.11.2018,113520,113520,113490,113560,
16.11.2018,113520,113480,113430,113540,
16.11.2018,113480,113470,113460,113530,
16.11.2018,113480,113390,113350,113490,
16.11.2018,113390,113390,113320,113420,
16.11.2018,113410,113410,113380,113480,
16.11.2018,113410,113310,113310,113430,
16.11.2018,113310,113350,113300,113380,
16.11.2018,113340,113360,113330,113400,
16.11.2018,113360,113270,113240,113390,
16.11.2018,113270,113270,113210,113300,
16.11.2018,113280,113360,113260,113490,
16.11.2018,113370,113290,113280,113380,
16.11.2018,113280,113330,113280,113340,
16.11.2018,113320,113380,113310,113390,
16.11.2018,113370,113370,113320,113410,
16.11.2018,113350,113410,113310,113430,
16.11.2018,113420,113380,113380,113450,
16.11.2018,113380,113310,113290,113380,
16.11.2018,113320,113200,113160,113350,
16.11.2018,113200,113250,113190,113300,
16.11.2018,113250,113260,113160,113260,
16.11.2018,113240,113230,113190,113250,
16.11.2018,113230,113210,113090,113270,
16.11.2018,113220,113200,113180,113240,
16.11.2018,113210,113200,113180,113230,
16.11.2018,113210,113110,113100,113210,
16.11.2018,113120,113120,113100,113170,
16.11.2018,113110,113190,113110,113200,
16.11.2018,113210,113170,113140,113220,
16.11.2018,113180,113170,113130,113250,
16.11.2018,113180,113050,113030,113230,
16.11.2018,113040,113140,113040,113190,
16.11.2018,113150,113100,113080,113150,
16.11.2018,113090,113280,113080,113330,
16.11.2018,113290,113160,113150,113310,
16.11.2018,113160,113150,113090,113210,
16.11.2018,113150,113170,113130,113210,
16.11.2018,113170,113180,113110,113210,
16.11.2018,113180,113210,113170,113270,
16.11.2018,113220,113200,113200,113300,
16.11.2018,113190,113220,113180,113290,
16.11.2018,113240,113310,113220,113350,
16.11.2018,113300,113280,113270,113390,
16.11.2018,113270,113260,113240,113300,
16.11.2018,113260,113290,113200,113290,
16.11.2018,113300,113350,113280,113400,
16.11.2018,113360,113350,113340,113400,
16.11.2018,113360,113210,113170,113360,
16.11.2018,113200,113180,113090,113210,
16.11.2018,113160,113140,113130,113190,
16.11.2018,113140,113100,113080,113140,
16.11.2018,113100,113120,113080,113210,
16.11.2018,113120,113100,113090,113160,
16.11.2018,113120,113140,113080,113170,
16.11.2018,113140,113210,113130,113220,
16.11.2018,113210,113100,113090,113220,
16.11.2018,113090,113040,113040,113120,
16.11.2018,113040,113080,112960,113100,
16.11.2018,113090,113150,113070,113180,
16.11.2018,113150,113230,113120,113260,
16.11.2018,113220,113180,113170,113270,
16.11.2018,113190,113180,113180,113220,
16.11.2018,113210,113250,113190,113270,
16.11.2018,113250,113230,113210,113290,
16.11.2018,113230,113300,113220,113360,
16.11.2018,113300,113220,113210,113310,
16.11.2018,113220,113170,113150,113240,
16.11.2018,113180,113170,113140,113190,
16.11.2018,113170,113120,113080,113180,
16.11.2018,113120,113100,113050,113140,
16.11.2018,113110,113090,113070,113160,
16.11.2018,113080,113100,113040,113110,
16.11.2018,113090,113200,113080,113200,
16.11.2018,113190,113250,113180,113250,
16.11.2018,113240,113240,113210,113250,
16.11.2018,113240,113280,113220,113280,
16.11.2018,113290,113320,113260,113330,
16.11.2018,113320,113250,113220,113320,
16.11.2018,113260,113170,113170,113280,
16.11.2018,113170,113150,113110,113190,
16.11.2018,113140,113090,113070,113160,
16.11.2018,113100,113080,113070,113150,
16.11.2018,113070,113060,113060,113120,
